20160112_174016;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4
63879105;3.403;6.213;3.230;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63879115;3.411;6.252;3.230;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63879125;3.407;6.232;3.219;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63879135;3.407;6.283;3.242;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63879145;3.399;6.240;3.242;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63879155;3.399;6.256;3.223;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63879165;3.407;6.240;3.262;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63879175;3.415;6.232;3.250;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63879185;3.407;6.205;3.226;0.000;31.1;31.1;31.1;31.1;12.53;12.44;12.45;0.00
63879195;3.379;6.213;3.239;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.44;0.00
63879205;3.399;6.217;3.228;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.44;0.00
63879215;3.422;6.217;3.247;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.44;0.00
63879225;3.418;6.240;3.216;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.44;0.00
63879235;3.411;6.252;3.224;0.000;31.1;31.1;31.1;31.1;12.50;12.44;12.44;0.00
63879245;3.411;6.297;3.237;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63879255;3.426;6.266;3.241;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63879265;3.403;6.301;3.225;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63879275;3.399;6.239;3.237;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63879285;3.399;6.254;3.233;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63879295;3.407;6.192;3.245;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63879305;3.391;6.223;3.229;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63879315;3.399;6.211;3.253;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63879325;3.403;6.219;3.249;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63879335;3.403;6.219;3.233;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63879345;3.386;6.271;3.283;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879355;3.390;6.224;3.240;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879365;3.413;6.303;3.248;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879375;3.390;6.244;3.220;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879385;3.390;6.318;3.251;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879395;3.394;6.228;3.251;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879405;3.409;6.240;3.263;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879415;3.386;6.189;3.236;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879425;3.417;6.221;3.240;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879435;3.402;6.201;3.240;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879445;3.420;6.238;3.238;0.000;31.1;31.1;31.1;31.1;12.56;12.52;12.48;0.00
63879455;3.416;6.297;3.246;0.000;31.1;31.1;31.1;31.1;12.56;12.52;12.48;0.00
63879465;3.396;6.278;3.262;0.000;31.1;31.1;31.1;31.1;12.56;12.52;12.48;0.00
63879475;3.412;6.309;3.231;0.000;31.1;31.1;31.1;31.1;12.56;12.52;12.48;0.00
63879485;3.404;6.286;3.250;0.000;31.1;31.1;31.1;31.1;12.56;12.52;12.48;0.00
63879495;3.416;6.333;3.246;0.000;31.1;31.1;31.1;31.1;12.56;12.52;12.48;0.00
63879505;3.416;6.293;3.231;0.000;31.1;31.1;31.1;31.1;12.56;12.52;12.48;0.00
63879515;3.408;6.286;3.250;0.000;31.1;31.1;31.1;31.1;12.56;12.52;12.48;0.00
63879525;3.400;6.266;3.266;0.000;31.1;31.1;31.1;31.1;12.56;12.52;12.48;0.00
63879535;3.420;6.274;3.231;0.000;31.1;31.1;31.1;31.1;12.56;12.52;12.48;0.00
63879545;3.406;6.222;3.263;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63879555;3.414;6.214;3.252;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63879565;3.402;6.218;3.248;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63879575;3.410;6.288;3.271;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63879585;3.402;6.261;3.240;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63879595;3.410;6.296;3.232;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63879605;3.418;6.276;3.236;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63879615;3.398;6.316;3.248;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63879625;3.398;6.222;3.252;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63879635;3.418;6.265;3.244;0.000;31.1;31.1;31.1;31.1;12.54;12.48;12.50;0.00
63879645;3.409;6.189;3.251;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879655;3.382;6.236;3.244;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879665;3.402;6.189;3.232;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879675;3.398;6.197;3.228;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879685;3.402;6.224;3.244;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879695;3.382;6.252;3.244;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879705;3.390;6.275;3.263;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879715;3.405;6.291;3.255;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879725;3.390;6.260;3.201;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879735;3.413;6.240;3.244;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.47;0.00
63879745;3.386;6.270;3.241;0.000;31.1;31.1;31.1;31.1;12.47;12.43;12.43;0.00
63879755;3.390;6.208;3.217;0.000;31.1;31.1;31.1;31.1;12.47;12.43;12.43;0.00
63879765;3.386;6.235;3.202;0.000;31.1;31.1;31.1;31.1;12.47;12.43;12.43;0.00
63879775;3.371;6.200;3.241;0.000;31.1;31.1;31.1;31.1;12.47;12.43;12.43;0.00
63879785;3.386;6.204;3.241;0.000;31.1;31.1;31.1;31.1;12.47;12.43;12.43;0.00
63879795;3.387;6.163;3.247;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63879805;3.383;6.261;3.216;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63879815;3.403;6.222;3.255;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63879825;3.403;6.273;3.251;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63879835;3.399;6.280;3.232;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63879845;3.403;6.269;3.224;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63879855;3.407;6.253;3.239;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63879865;3.387;6.253;3.236;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63879875;3.395;6.191;3.275;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63879885;3.399;6.237;3.200;0.000;31.1;31.1;31.1;31.1;12.50;12.45;12.44;0.00
63879895;3.402;6.193;3.234;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63879905;3.370;6.166;3.230;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63879915;3.394;6.205;3.242;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63879925;3.390;6.232;3.254;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63879935;3.394;6.267;3.250;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63879945;3.402;6.345;3.258;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63879955;3.421;6.279;3.234;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63879965;3.382;6.240;3.238;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63879975;3.402;6.244;3.250;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63879985;3.402;6.205;3.246;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.45;0.00
63879995;3.399;6.271;3.216;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880005;3.411;6.197;3.259;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880015;3.407;6.213;3.255;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880025;3.395;6.173;3.248;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880035;3.403;6.213;3.244;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880045;3.395;6.240;3.240;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880055;3.411;6.295;3.216;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880065;3.399;6.322;3.248;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880075;3.411;6.307;3.240;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880085;3.411;6.275;3.240;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880095;3.387;6.205;3.237;0.000;31.1;31.1;31.1;31.1;12.50;12.41;12.43;0.00
63880105;3.383;6.174;3.248;0.000;31.1;31.1;31.1;31.1;12.50;12.41;12.43;0.00
63880115;3.403;6.221;3.237;0.000;31.1;31.1;31.1;31.1;12.50;12.41;12.43;0.00
63880125;3.387;6.182;3.245;0.000;31.1;31.1;31.1;31.1;12.50;12.41;12.43;0.00
63880135;3.391;6.201;3.229;0.000;31.1;31.1;31.1;31.1;12.50;12.41;12.43;0.00
63880145;3.379;6.189;3.221;0.000;31.1;31.1;31.1;31.1;12.50;12.41;12.43;0.00
63880155;3.379;6.205;3.213;0.000;31.1;31.1;31.1;31.1;12.50;12.41;12.43;0.00
63880165;3.391;6.236;3.245;0.000;31.1;31.1;31.1;31.1;12.50;12.41;12.43;0.00
63880175;3.403;6.221;3.213;0.000;31.1;31.1;31.1;31.1;12.50;12.41;12.43;0.00
63880185;3.383;6.279;3.225;0.000;31.1;31.1;31.1;31.1;12.50;12.41;12.43;0.00
63880195;3.396;6.247;3.211;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.42;0.00
63880205;3.392;6.250;3.254;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.42;0.00
63880215;3.404;6.208;3.246;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.42;0.00
63880225;3.372;6.223;3.238;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.42;0.00
63880235;3.388;6.200;3.218;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.42;0.00
63880245;3.392;6.243;3.211;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.42;0.00
63880255;3.384;6.208;3.250;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.42;0.00
63880265;3.392;6.219;3.238;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.42;0.00
63880275;3.396;6.211;3.222;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.42;0.00
63880285;3.412;6.247;3.234;0.000;31.1;31.1;31.1;31.1;12.49;12.43;12.42;0.00
63880295;3.394;6.274;3.245;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.46;0.00
63880305;3.414;6.293;3.229;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.46;0.00
63880315;3.398;6.258;3.210;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.46;0.00
63880325;3.398;6.278;3.245;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.46;0.00
63880335;3.426;6.235;3.233;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.46;0.00
63880345;3.390;6.227;3.241;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.49;0.00
63880355;3.414;6.258;3.253;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.49;0.00
63880365;3.410;6.227;3.237;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.49;0.00
63880375;3.402;6.219;3.257;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.49;0.00
63880385;3.426;6.250;3.273;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.49;0.00
63880395;3.402;6.270;3.237;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.49;0.00
63880405;3.386;6.274;3.249;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.49;0.00
63880415;3.406;6.329;3.249;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.49;0.00
63880425;3.410;6.258;3.241;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.49;0.00
63880435;3.402;6.301;3.245;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.49;0.00
63880445;3.395;6.267;3.216;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880455;3.399;6.267;3.228;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880465;3.411;6.232;3.236;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880475;3.391;6.177;3.244;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880485;3.415;6.173;3.263;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880495;3.391;6.244;3.255;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880505;3.399;6.267;3.240;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880515;3.419;6.291;3.240;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880525;3.423;6.353;3.232;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880535;3.395;6.342;3.267;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.47;0.00
63880545;3.395;6.219;3.241;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63880555;3.399;6.282;3.202;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63880565;3.387;6.215;3.237;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63880575;3.379;6.250;3.233;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63880585;3.395;6.184;3.249;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63880595;3.383;6.235;3.233;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63880605;3.411;6.196;3.257;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63880615;3.387;6.235;3.249;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63880625;3.391;6.235;3.257;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63880635;3.403;6.254;3.249;0.000;31.1;31.1;31.1;31.1;12.50;12.46;12.46;0.00
63880645;3.415;6.335;3.253;0.000;31.1;31.1;31.1;31.1;12.53;12.48;12.46;0.00
63880655;3.407;6.276;3.225;0.000;31.1;31.1;31.1;31.1;12.53;12.48;12.46;0.00
63880665;3.411;6.276;3.237;0.000;31.1;31.1;31.1;31.1;12.53;12.48;12.46;0.00
63880675;3.407;6.253;3.233;0.000;31.1;31.1;31.1;31.1;12.53;12.48;12.46;0.00
63880685;3.411;6.261;3.237;0.000;31.1;31.1;31.1;31.1;12.53;12.48;12.46;0.00
63880695;3.403;6.226;3.217;0.000;31.1;31.1;31.1;31.1;12.53;12.48;12.46;0.00
63880705;3.399;6.249;3.225;0.000;31.1;31.1;31.1;31.1;12.53;12.48;12.46;0.00
63880715;3.419;6.218;3.210;0.000;31.1;31.1;31.1;31.1;12.53;12.48;12.46;0.00
63880725;3.387;6.214;3.214;0.000;31.1;31.1;31.1;31.1;12.53;12.48;12.46;0.00
63880735;3.403;6.237;3.253;0.000;31.1;31.1;31.1;31.1;12.53;12.48;12.46;0.00
63880745;3.404;6.239;3.221;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63880755;3.389;6.235;3.245;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63880765;3.389;6.344;3.245;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63880775;3.404;6.235;3.214;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63880785;3.389;6.270;3.237;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63880795;3.400;6.215;3.268;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63880805;3.412;6.231;3.233;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63880815;3.381;6.188;3.229;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63880825;3.412;6.211;3.233;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63880835;3.385;6.204;3.257;0.000;31.1;31.1;31.1;31.1;12.52;12.43;12.46;0.00
63880845;3.397;6.189;3.241;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.46;0.00
63880855;3.405;6.256;3.237;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.46;0.00
63880865;3.409;6.252;3.257;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.46;0.00
63880875;3.413;6.287;3.257;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.46;0.00
63880885;3.401;6.279;3.245;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.46;0.00
63880895;3.412;6.318;3.268;0.000;31.1;31.1;31.1;31.1;12.56;12.47;12.46;0.00
63880905;3.404;6.252;3.249;0.000;31.1;31.1;31.1;31.1;12.56;12.47;12.46;0.00
63880915;3.396;6.256;3.225;0.000;31.1;31.1;31.1;31.1;12.56;12.47;12.46;0.00
63880925;3.404;6.209;3.229;0.000;31.1;31.1;31.1;31.1;12.56;12.47;12.46;0.00
63880935;3.400;6.240;3.237;0.000;31.1;31.1;31.1;31.1;12.56;12.47;12.46;0.00
63880945;3.420;6.196;3.216;0.000;31.1;31.1;31.1;31.1;12.56;12.43;12.44;0.00
63880955;3.427;6.539;3.243;0.000;31.1;31.1;31.1;31.1;12.56;12.43;12.44;0.00
63880965;3.404;6.223;3.243;0.000;31.1;31.1;31.1;31.1;12.56;12.43;12.44;0.00
63880975;3.424;6.344;3.239;0.000;31.1;31.1;31.1;31.1;12.56;12.43;12.44;0.00
63880985;3.427;6.356;3.220;0.000;31.1;31.1;31.1;31.1;12.56;12.43;12.44;0.00
63880995;3.409;6.292;3.244;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.47;0.00
63881005;3.394;6.261;3.212;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.47;0.00
63881015;3.409;6.288;3.263;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.47;0.00
63881025;3.394;6.257;3.251;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.47;0.00
63881035;3.394;6.269;3.251;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.47;0.00
63881045;3.402;6.222;3.228;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.47;0.00
63881055;3.402;6.237;3.232;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.47;0.00
63881065;3.394;6.218;3.244;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.47;0.00
63881075;3.402;6.241;3.248;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.47;0.00
63881085;3.409;6.210;3.244;0.000;31.1;31.1;31.1;31.1;12.51;12.45;12.47;0.00
63881095;3.393;6.227;3.243;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.41;0.00
63881105;3.393;6.297;3.227;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.41;0.00
63881115;3.381;6.282;3.216;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.41;0.00
63881125;3.389;6.325;3.247;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.41;0.00
63881135;3.393;6.254;3.216;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.41;0.00
63881145;3.393;6.297;3.200;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.41;0.00
63881155;3.393;6.211;3.208;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.41;0.00
63881165;3.389;6.239;3.266;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.41;0.00
63881175;3.397;6.204;3.239;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.41;0.00
63881185;3.401;6.223;3.239;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.41;0.00
63881195;3.398;6.235;3.248;0.000;31.1;31.1;31.1;31.1;12.51;12.49;12.47;0.00
63881205;3.405;6.274;3.220;0.000;31.1;31.1;31.1;31.1;12.51;12.49;12.47;0.00
63881215;3.405;6.286;3.251;0.000;31.1;31.1;31.1;31.1;12.51;12.49;12.47;0.00
63881225;3.409;6.325;3.263;0.000;31.1;31.1;31.1;31.1;12.51;12.49;12.47;0.00
63881235;3.394;6.290;3.271;0.000;31.1;31.1;31.1;31.1;12.51;12.49;12.47;0.00
63881245;3.382;6.305;3.236;0.000;31.1;31.1;31.1;31.1;12.51;12.49;12.47;0.00
63881255;3.417;6.278;3.232;0.000;31.1;31.1;31.1;31.1;12.51;12.49;12.47;0.00
63881265;3.394;6.333;3.236;0.000;31.1;31.1;31.1;31.1;12.51;12.49;12.47;0.00
63881275;3.402;6.254;3.224;0.000;31.1;31.1;31.1;31.1;12.51;12.49;12.47;0.00
63881285;3.386;6.286;3.248;0.000;31.1;31.1;31.1;31.1;12.51;12.49;12.47;0.00
63881295;3.385;6.192;3.237;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.46;0.00
63881305;3.385;6.200;3.221;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.46;0.00
63881315;3.401;6.215;3.264;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.46;0.00
63881325;3.377;6.219;3.229;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.46;0.00
63881335;3.413;6.270;3.241;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.46;0.00
63881345;3.373;6.266;3.229;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.46;0.00
63881355;3.381;6.321;3.253;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.46;0.00
63881365;3.377;6.262;3.241;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.46;0.00
63881375;3.385;6.278;3.264;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.46;0.00
63881385;3.385;6.227;3.233;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.46;0.00
63881395;3.422;6.305;3.242;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.48;0.00
63881405;3.402;6.223;3.250;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.48;0.00
63881415;3.406;6.219;3.274;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.48;0.00
63881425;3.398;6.227;3.266;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.48;0.00
63881435;3.402;6.250;3.250;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.48;0.00
63881445;3.402;6.250;3.286;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.48;0.00
63881455;3.414;6.286;3.238;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.48;0.00
63881465;3.422;6.258;3.235;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.48;0.00
63881475;3.410;6.309;3.235;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.48;0.00
63881485;3.398;6.270;3.258;0.000;31.1;31.1;31.1;31.1;12.54;12.46;12.48;0.00
63881495;3.381;6.274;3.248;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.47;0.00
63881505;3.396;6.223;3.220;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.47;0.00
63881515;3.389;6.258;3.224;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.47;0.00
63881525;3.396;6.215;3.236;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.47;0.00
63881535;3.393;6.227;3.251;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.47;0.00
63881545;3.413;6.209;3.242;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.48;0.00
63881555;3.401;6.240;3.254;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.48;0.00
63881565;3.425;6.283;3.238;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.48;0.00
63881575;3.417;6.275;3.254;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.48;0.00
63881585;3.405;6.361;3.258;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.48;0.00
63881595;3.409;6.256;3.231;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.48;0.00
63881605;3.405;6.283;3.231;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.48;0.00
63881615;3.425;6.236;3.266;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.48;0.00
63881625;3.437;6.248;3.235;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.48;0.00
63881635;3.409;6.201;3.235;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.48;0.00
63881645;3.402;6.270;3.237;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63881655;3.402;6.208;3.260;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63881665;3.417;6.215;3.225;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63881675;3.398;6.219;3.241;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63881685;3.394;6.282;3.229;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63881695;3.409;6.250;3.245;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63881705;3.398;6.340;3.229;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63881715;3.405;6.239;3.217;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63881725;3.374;6.266;3.237;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63881735;3.405;6.250;3.233;0.000;31.1;31.1;31.1;31.1;12.51;12.43;12.43;0.00
63881745;3.381;6.213;3.215;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.42;0.00
63881755;3.393;6.193;3.230;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.42;0.00
63881765;3.405;6.205;3.234;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.42;0.00
63881775;3.385;6.178;3.211;0.000;31.1;31.1;31.1;31.1;12.48;12.41;12.42;0.00
